run_number,prompt_num,clean,corrupted,restored_token,restored
7,51,"(' Toyota', 0.22835275530815125)","(' the', 0.0006907501956447959)",3,"[(' the', 6.489847874036059e-05), (' the', 3.337004091008566e-05), (' the', 3.9954629755811766e-05), (' the', 0.00022989029821474105), (' the', 0.00024048089107964188), (' the', 0.00020072358893230557), (' the', 2.165466867154464e-05), (' the', 0.0005214613047428429), (' the', 0.0008444944978691638), (' the', 0.0006276574567891657), (' the', 0.0018483515596017241), (' the', 0.000327079847920686), (' the', 0.0028505881782621145), (' the', 0.0005741362692788243), (' the', 0.0014840933727100492), (' the', 0.00032469246070832014), (' the', 0.0027877558022737503), (' the', 0.0019960564095526934), (' the', 0.00017532757192384452), (' the', 1.097217682399787e-05), (' the', 3.51268463418819e-05), (' the', 0.00012944852642249316), (' the', 0.00017123346333391964), (' the', 0.00020959430548828095)]"
8,53,"(' English', 0.12401726096868515)","(' spoken', 0.032547689974308014)",2,"[(' English', 0.1307958960533142), (' English', 0.13756999373435974), (' English', 0.1608399599790573), (' English', 0.13810816407203674), (' English', 0.1345093995332718), (' English', 0.11095528304576874), (' English', 0.10558274388313293), (' the', 0.06718599051237106), (' English', 0.12046042829751968), (' English', 0.08710062503814697), (' English', 0.08782925456762314), (' English', 0.11054202169179916), (' the', 0.06976651400327682), (' spoken', 0.04918789491057396), (' English', 0.11109215766191483), (' the', 0.06949108839035034), (' spoken', 0.014661066234111786), (' spoken', 0.041465289890766144), (' English', 0.06756993383169174), (' spoken', 0.06009693816304207), (' English', 0.06680778414011002), (' spoken', 0.04683841019868851), (' spoken', 0.04442372918128967), (' English', 0.12813900411128998)]"
9,64,"(' NBC', 0.06527602672576904)","(' the', 0.0051229121163487434)",0,"[(' the', 0.04376223310828209), (' the', 0.0036702766083180904), (' the', 0.0153981763869524), (' the', 0.012009723111987114), (' the', 0.022004257887601852), (' the', 0.021914228796958923), (' the', 0.013091988861560822), (' the', 0.01567550003528595), (' the', 0.01144731417298317), (' the', 0.026670966297388077), (' the', 0.03584291413426399), (' the', 0.017808815464377403), (' the', 0.0017509758472442627), (' the', 0.008978379890322685), (' the', 0.012526044622063637), (' the', 0.024703189730644226), (' the', 0.008882884867489338), (' the', 0.011788059026002884), (' the', 0.023879503831267357), (' the', 0.022056449204683304), (' the', 0.005888770800083876), (' the', 0.008703678846359253), (' the', 0.0025203765835613012), (' the', 0.04350697621703148)]"
9,64,"(' NBC', 0.06527602672576904)","(' the', 0.0051229121163487434)",1,"[(' the', 0.009964854456484318), (' the', 0.042428698390722275), (' the', 0.06776714324951172), (' the', 0.07315792143344879), (' the', 0.07573837041854858), (' the', 0.04866648465394974), (' the', 0.03627639263868332), (' the', 0.07055926322937012), (' the', 0.08167443424463272), (' the', 0.05976705998182297), (' the', 0.05214594304561615), (' the', 0.035362523049116135), (' the', 0.08259088546037674), (' the', 0.018413878977298737), (' the', 0.03575460985302925), (' the', 0.06298620253801346), (' the', 0.019000548869371414), (' the', 0.01798499934375286), (' the', 0.003259413642808795), (' the', 0.02585579641163349), (' the', 0.02229212410748005), (' the', 0.0013287748442962766), (' the', 0.023800648748874664), (' the', 0.011735651642084122)]"
9,64,"(' NBC', 0.06527602672576904)","(' the', 0.0051229121163487434)",2,"[(' the', 0.022043583914637566), (' May', 0.02243916690349579), (' the', 0.016506973654031754), (' the', 0.019343366846442223), (' April', 0.024080796167254448), (' the', 0.02104955166578293), (' the', 0.03927149623632431), (' the', 0.031694378703832626), (' the', 0.024967823177576065), (' the', 0.04304390400648117), (' the', 0.04019873961806297), (' the', 0.03421078994870186), (' the', 0.01276236679404974), (' the', 0.017263097688555717), (' the', 0.054603297263383865), (' the', 0.01799323782324791), (' the', 0.017000949010252953), (' the', 0.03650806471705437), (' the', 0.03766794130206108), (' the', 0.010109477676451206), (' the', 0.009397684596478939), (' the', 0.017127620056271553), (' the', 0.004174481611698866), (' the', 0.031831834465265274)]"
10,79,"(' Greek', 0.1759139448404312)","(' the', 0.00019293407967779785)",0,"[(' the', 0.0025830462109297514), (' the', 0.0004191792104393244), (' English', 0.002200098941102624), (' the', 0.0002750659768935293), (' English', 0.0051647452637553215), (' the', 1.8086968339048326e-05), (' the', 0.0019721356220543385), (' the', 0.00013754802057519555), (' a', 0.000737244903575629), (' a', 4.845063085667789e-05), (' a', 6.570417463080958e-05), (' the', 0.0008400525548495352), (' the', 0.0016016090521588922), (' the', 2.1352391286200145e-06), (' English', 0.007208291906863451), (' the', 0.0006871862569823861), (' the', 0.004124357830733061), (' English', 0.003932200372219086), (' the', 0.0013612012844532728), (' the', 3.921820461982861e-05), (' the', 9.541555482428521e-05), (' the', 0.0015360143734142184), (' the', 0.0005923521239310503), (' the', 7.811577233951539e-05)]"
10,79,"(' Greek', 0.1759139448404312)","(' the', 0.00019293407967779785)",1,"[(' English', 0.003403492970392108), (' English', 0.004578433930873871), (' English', 0.003900606418028474), (' the', 9.83103018370457e-06), (' the', 0.00010393001139163971), (' the', 1.2549294297059532e-05), (' the', 0.0020402984227985144), (' the', 0.0010432219132781029), (' English', 0.005432116333395243), (' the', 0.000648418499622494), (' the', 4.848734533879906e-05), (' the', 0.0017674375558272004), (' English', 0.0019502927316352725), (' the', 0.002639317885041237), (' the', 0.0003709757002070546), (' English', 0.0007841647602617741), (' the', 0.0011476152576506138), (' the', 0.0002821167290676385), (' the', 0.002303420566022396), (' the', 2.534948544052895e-05), (' a', 0.0007451042183674872), (' the', 0.004053874406963587), (' the', 0.003970127087086439), (' English', 0.012768172658979893)]"
10,79,"(' Greek', 0.1759139448404312)","(' the', 0.00019293407967779785)",2,"[(' the', 0.002949746558442712), (' the', 0.005562172271311283), (' the', 0.00013031876005697995), (' the', 0.038370098918676376), (' the', 0.03748659789562225), (' the', 0.015993118286132812), (' a', 0.01941673830151558), (' the', 0.12426898628473282), (' the', 0.09883250296115875), (' the', 0.06679122149944305), (' the', 0.11329936236143112), (' a', 0.004536473657935858), (' the', 0.03265564516186714), (' the', 0.01633039303123951), (' the', 0.12635356187820435), (' the', 0.2769952416419983), (' the', 0.0537414513528347), (' the', 0.07259001582860947), (' the', 0.06026231497526169), (' the', 0.004670701455324888), (' the', 3.146125527564436e-05), (' the', 0.0016723282169550657), (' the', 0.0005787069094367325), (' the', 0.0005747608956880867)]"
10,79,"(' Greek', 0.1759139448404312)","(' the', 0.00019293407967779785)",3,"[(' the', 0.00013725792814511806), (' English', 0.0035005388781428337), (' the', 0.004990890622138977), (' a', 8.265244105132297e-05), (' the', 0.0019618398509919643), (' the', 0.0036166368518024683), (' the', 0.0035832724533975124), (' English', 0.007036699913442135), (' the', 0.0009156366577371955), (' the', 8.156064723152667e-05), (' the', 0.0005190458614379168), (' the', 0.0006655741599388421), (' the', 0.00010062230285257101), (' the', 0.0022257380187511444), (' the', 0.0022759682033210993), (' the', 0.000283776200376451), (' the', 0.008367825299501419), (' the', 0.00021963994367979467), (' the', 0.000259954365901649), (' the', 0.0012450377689674497), (' the', 0.006044582463800907), (' the', 0.00041487085400149226), (' the', 0.0010372399119660258), (' English', 0.001941538997925818)]"
10,79,"(' Greek', 0.1759139448404312)","(' the', 0.00019293407967779785)",4,"[(' the', 0.004196303430944681), (' the', 2.6437153792358004e-05), (' the', 0.0023837906774133444), (' a', 5.3533232858171687e-05), (' the', 0.0010132896713912487), (' the', 0.00020391421276144683), (' English', 0.001952878781594336), (' the', 0.0014707095688208938), (' the', 0.00046130595728754997), (' a', 0.00023470762243960053), (' English', 0.006672208663076162), (' speaker', 1.3865322216588538e-05), (' the', 0.0003486336499918252), (' the', 0.0013325962936505675), (' the', 0.0015078348806127906), (' the', 0.0018415128579363227), (' English', 0.003108210861682892), (' the', 0.003831883193925023), (' the', 0.0008637292194180191), (' the', 0.00014921165711712092), (' the', 0.00015726429410278797), (' the', 0.0005239233141764998), (' the', 0.0018359868554398417), (' the', 0.0003643231466412544)]"
10,79,"(' Greek', 0.1759139448404312)","(' the', 0.00019293407967779785)",5,"[(' the', 0.00040862211608327925), (' the', 0.00018844479927793145), (' the', 0.00386113696731627), (' the', 0.07551468908786774), (' the', 0.006104775704443455), (' the', 0.013183435425162315), (' the', 0.006503659300506115), (' the', 0.004522872157394886), (' the', 0.0018101835157722235), (' the', 0.0016793624963611364), (' the', 0.002905773464590311), (' the', 0.003650557715445757), (' Spanish', 0.032598722726106644), (' the', 0.0192438755184412), (' the', 0.00014144736633170396), (' the', 0.0010494019370526075), (' the', 0.09173667430877686), (' the', 0.004994584713131189), (' the', 0.007621138822287321), (' the', 6.377109821187332e-05), (' the', 0.02082023397088051), (' the', 6.389136251527816e-05), (' a', 0.00017620001744944602), (' the', 0.0003571941633708775)]"
11,90,"(' India', 0.15237587690353394)","(' the', 0.0009541459730826318)",0,"[(' the', 0.0023852516897022724), (' the', 0.00015789043391123414), (' the', 0.001019086455926299), (' the', 0.00047705115866847336), (' the', 2.7543192118173465e-05), (' the', 0.0011781795183196664), (' the', 7.551388262072578e-05), (' the', 0.0001286743936361745), (' the', 0.003443779656663537), (' the', 0.0004369837697595358), (' the', 7.41113763069734e-05), (' the', 0.0004070385475642979), (' the', 0.001853519701398909), (' the', 0.0008836779743432999), (' the', 0.0004555119667202234), (' the', 0.0003686356940306723), (' the', 0.0008506659069098532), (' the', 0.00018276712216902524), (' the', 0.0025844553019851446), (' the', 0.0007030242122709751), (' the', 0.0006551455007866025), (' the', 0.0005901322583667934), (' the', 0.0008451700559817255), (',', 0.0001041051946231164)]"
11,90,"(' India', 0.15237587690353394)","(' the', 0.0009541459730826318)",1,"[(' the', 0.0006010427023284137), (' the', 0.0004040087223984301), (' the', 0.00020355948072392493), (' the', 0.00012354801583569497), (' the', 9.266949200537056e-05), (' the', 0.002876757178455591), (' the', 0.0002486346347723156), (' the', 0.0004514769825618714), (' the', 0.00023329742543864995), (' the', 0.0003317975206300616), (' the', 0.00015264458488672972), (' the', 0.00018823433492798358), (' the', 0.0005760747590102255), (' the', 0.007174379657953978), (' the', 0.000666891923174262), (' the', 0.00038078060606494546), (' the', 0.00021575142454821616), (' the', 0.0008394333417527378), (' the', 0.00023157719988375902), (' the', 0.002749183215200901), (' the', 0.00016644889547023922), (' a', 0.0003516938304528594), (' the', 0.0004041884676553309), (' the', 0.00026036601047962904)]"
11,90,"(' India', 0.15237587690353394)","(' the', 0.0009541459730826318)",2,"[(' a', 0.006355333141982555), (' the', 0.000822034664452076), (' the', 0.023337235674262047), (' the', 0.05631042644381523), (' the', 0.0110182398930192), (' the', 0.0031288673635572195), (' the', 0.026184000074863434), (' the', 0.029168594628572464), (' the', 0.013852170668542385), (' the', 0.01513074990361929), (' the', 0.013874875381588936), (' the', 0.0013145504053682089), (' the', 0.04130246117711067), (' the', 0.016220198944211006), (' the', 0.009735934436321259), (' the', 0.036250174045562744), (' the', 0.0017310071270912886), (' the', 0.004278988111764193), (' the', 0.029261399060487747), (' the', 0.00014746806118637323), (',', 7.127028948161751e-05), (' the', 0.0012005509342998266), (' the', 0.0009412165964022279), (' the', 0.0008291006088256836)]"
11,90,"(' India', 0.15237587690353394)","(' the', 0.0009541459730826318)",3,"[(' the', 0.0033205379731953144), (' the', 0.0004865479131694883), (' the', 0.0008150410722009838), (' a', 0.00026338742463849485), (' the', 0.0019798120483756065), (' the', 0.004568972159177065), (' the', 0.0015805299626663327), (' the', 0.0012136941077187657), (' the', 0.006213224958628416), (' a', 0.0011572864605113864), (' the', 0.001723489840514958), (' the', 0.004774742294102907), (' the', 0.0002787948469631374), (' the', 0.008312232792377472), (' the', 0.003556607523933053), (' the', 0.002406591083854437), (' the', 0.0013018753379583359), (' the', 0.0013372250832617283), (' the', 0.0005910317995585501), (' the', 0.0004115245828870684), (' the', 0.001904842210933566), (' the', 0.0011565519962459803), (' the', 0.0040375893004238605), (' the', 0.002877565333619714)]"
11,90,"(' India', 0.15237587690353394)","(' the', 0.0009541459730826318)",4,"[(' India', 0.3004795014858246), (' the', 0.01272574719041586), (' 18', 0.021786166355013847), (' the', 0.04598620906472206), (' the', 0.00596963707357645), (' the', 0.009655226022005081), (' the', 0.030716272071003914), (',', 0.021521102637052536), (' the', 0.0074108983390033245), (' the', 0.010884079150855541), (' the', 0.02991206757724285), (' the', 0.09636732190847397), (' the', 0.005462240893393755), (' the', 0.01474019419401884), (' the', 0.004845662973821163), (' the', 0.0024784281849861145), (' the', 0.007378443144261837), (' the', 0.0047084796242415905), (' the', 0.006886397488415241), (' the', 0.003483440959826112), (' the', 0.0005028746672905982), (' the', 0.002232530852779746), (' the', 0.0003159938787575811), (' the', 0.0026467463467270136)]"
11,90,"(' India', 0.15237587690353394)","(' the', 0.0009541459730826318)",5,"[(' the', 0.0042772009037435055), (' the', 0.00037266785511747), (' the', 0.0007766521885059774), (' the', 0.005092053208500147), (' the', 0.002945791929960251), (' the', 8.708239329280332e-05), (' the', 0.002129210624843836), (' the', 0.0004512504383455962), (' a', 0.0015946218045428395), (' the', 0.0004608911694958806), (' the', 0.005779057741165161), (' the', 0.0012434832751750946), (' the', 0.0009159214678220451), (' the', 0.0002710229018703103), (' the', 0.0014439469669014215), (' the', 0.002290849108248949), (' the', 0.0004381607286632061), (' the', 0.00035069274599663913), (' the', 0.0017221153248101473), (' the', 0.0013656775699928403), (' the', 0.0005018480005674064), (' the', 0.0004114168114028871), (' the', 0.0007075983448885381), (' the', 0.001225142041221261)]"
11,90,"(' India', 0.15237587690353394)","(' the', 0.0009541459730826318)",6,"[(' the', 0.0006057468708604574), (' the', 0.0013875211589038372), (' the', 0.00012555194552987814), (' the', 0.0009371532360091805), (' the', 0.0001590123283676803), (' the', 0.0007025458617135882), (' the', 0.0011518754763528705), (' the', 0.0004032272845506668), (' the', 0.00043221365194767714), (' a', 0.002583836205303669), (' the', 0.00013935196329839528), (' the', 0.010546961799263954), (' the', 0.0005858429940417409), (' the', 0.0003845966712106019), (' the', 0.000476473243907094), (' the', 0.00012935175618622452), (' the', 0.0017345895757898688), (' the', 0.00023371941642835736), (' the', 0.0014916647924110293), (' the', 0.0020728600211441517), (' the', 0.0003425051982048899), (' the', 0.0004198444657959044), (' the', 0.00161043053958565), (' the', 0.0002490819606464356)]"
12,93,"(' Renault', 0.27308154106140137)","(' the', 6.173195743031101e-06)",0,"[(' the', 4.1081493691308424e-05), (' the', 1.5159424037847202e-05), (' the', 7.67358471875923e-07), (' the', 2.0132249119342305e-05), (' the', 1.0483026926522143e-06), (' the', 1.326518372479768e-06), (' the', 1.44422629091423e-05), (' the', 5.489551426762773e-07), (' the', 5.493920525623253e-06), (' the', 2.95836798613891e-06), (' the', 2.6189549316768534e-05), (' the', 0.00012337836960796267), (' the', 8.681587496539578e-05), (' the', 7.939226634334773e-06), (' the', 5.2064110604987945e-06), (' the', 2.5655726858531125e-06), (' the', 2.128609594365116e-06), (' the', 2.372327435296029e-05), (' the', 1.2179690429547918e-06), (' the', 8.817439720587572e-07), (' the', 8.943011380324606e-07), (' the', 6.658900133515999e-07), (' the', 2.3867511345088133e-07), (' the', 1.2682661690632813e-05)]"
12,93,"(' Renault', 0.27308154106140137)","(' the', 6.173195743031101e-06)",1,"[(' the', 0.00019296763639431447), (' the', 0.007628560531884432), (' the', 7.714163075434044e-05), (' the', 0.000435443565947935), (' the', 0.005530584137886763), (' the', 0.0010451809503138065), (' the', 0.00422581797465682), (' the', 0.001773966709151864), (' the', 0.001017218572087586), (' the', 0.024798480793833733), (' the', 0.0009330604807473719), (' the', 0.005211928393691778), (' the', 0.00030697620240971446), (' the', 0.00010774671682156622), (' the', 0.00066387839615345), (' the', 7.379135058727115e-05), (' the', 2.834920996974688e-05), (' the', 0.0003005659091286361), (' the', 0.0011354160960763693), (' the', 0.0004436728195287287), (' the', 8.912647899705917e-06), (' the', 0.00013003266940359026), (' the', 1.7539945247335709e-06), (' the', 1.116033672587946e-06)]"
